Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
TYXA113,Admittance Array Data Point 113,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA114,Admittance Array Data Point 114,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA115,Admittance Array Data Point 115,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA116,Admittance Array Data Point 116,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA117,Admittance Array Data Point 117,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA118,Admittance Array Data Point 118,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA119,Admittance Array Data Point 119,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA120,Admittance Array Data Point 120,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA121,Admittance Array Data Point 121,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA122,Admittance Array Data Point 122,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA123,Admittance Array Data Point 123,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA124,Admittance Array Data Point 124,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA125,Admittance Array Data Point 125,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA126,Admittance Array Data Point 126,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA127,Admittance Array Data Point 127,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA128,Admittance Array Data Point 128,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA129,Admittance Array Data Point 129,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA130,Admittance Array Data Point 130,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA131,Admittance Array Data Point 131,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA132,Admittance Array Data Point 132,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA133,Admittance Array Data Point 133,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA134,Admittance Array Data Point 134,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA135,Admittance Array Data Point 135,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA136,Admittance Array Data Point 136,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA137,Admittance Array Data Point 137,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA138,Admittance Array Data Point 138,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA139,Admittance Array Data Point 139,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA140,Admittance Array Data Point 140,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA141,Admittance Array Data Point 141,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA142,Admittance Array Data Point 142,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA143,Admittance Array Data Point 143,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA144,Admittance Array Data Point 144,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA145,Admittance Array Data Point 145,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA146,Admittance Array Data Point 146,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA147,Admittance Array Data Point 147,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA148,Admittance Array Data Point 148,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA149,Admittance Array Data Point 149,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA150,Admittance Array Data Point 150,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA151,Admittance Array Data Point 151,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA152,Admittance Array Data Point 152,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA153,Admittance Array Data Point 153,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA154,Admittance Array Data Point 154,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA155,Admittance Array Data Point 155,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA156,Admittance Array Data Point 156,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA157,Admittance Array Data Point 157,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA158,Admittance Array Data Point 158,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA159,Admittance Array Data Point 159,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA160,Admittance Array Data Point 160,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA161,Admittance Array Data Point 161,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA162,Admittance Array Data Point 162,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA163,Admittance Array Data Point 163,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA164,Admittance Array Data Point 164,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA165,Admittance Array Data Point 165,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA166,Admittance Array Data Point 166,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA167,Admittance Array Data Point 167,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA168,Admittance Array Data Point 168,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA169,Admittance Array Data Point 169,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA170,Admittance Array Data Point 170,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA171,Admittance Array Data Point 171,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA172,Admittance Array Data Point 172,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA173,Admittance Array Data Point 173,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA174,Admittance Array Data Point 174,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA175,Admittance Array Data Point 175,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA176,Admittance Array Data Point 176,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA177,Admittance Array Data Point 177,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA178,Admittance Array Data Point 178,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA179,Admittance Array Data Point 179,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA180,Admittance Array Data Point 180,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA181,Admittance Array Data Point 181,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA182,Admittance Array Data Point 182,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA183,Admittance Array Data Point 183,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA184,Admittance Array Data Point 184,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA185,Admittance Array Data Point 185,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA186,Admittance Array Data Point 186,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA187,Admittance Array Data Point 187,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA188,Admittance Array Data Point 188,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA189,Admittance Array Data Point 189,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA190,Admittance Array Data Point 190,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA191,Admittance Array Data Point 191,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA192,Admittance Array Data Point 192,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA193,Admittance Array Data Point 193,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA194,Admittance Array Data Point 194,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA195,Admittance Array Data Point 195,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA196,Admittance Array Data Point 196,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA197,Admittance Array Data Point 197,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA198,Admittance Array Data Point 198,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA199,Admittance Array Data Point 199,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA200,Admittance Array Data Point 200,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA201,Admittance Array Data Point 201,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA202,Admittance Array Data Point 202,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA203,Admittance Array Data Point 203,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA204,Admittance Array Data Point 204,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA205,Admittance Array Data Point 205,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA206,Admittance Array Data Point 206,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA207,Admittance Array Data Point 207,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA208,Admittance Array Data Point 208,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA209,Admittance Array Data Point 209,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA210,Admittance Array Data Point 210,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA211,Admittance Array Data Point 211,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA212,Admittance Array Data Point 212,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA213,Admittance Array Data Point 213,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA214,Admittance Array Data Point 214,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA215,Admittance Array Data Point 215,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA216,Admittance Array Data Point 216,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA217,Admittance Array Data Point 217,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA218,Admittance Array Data Point 218,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA219,Admittance Array Data Point 219,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA220,Admittance Array Data Point 220,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA221,Admittance Array Data Point 221,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA222,Admittance Array Data Point 222,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA223,Admittance Array Data Point 223,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA224,Admittance Array Data Point 224,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA225,Admittance Array Data Point 225,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA226,Admittance Array Data Point 226,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA227,Admittance Array Data Point 227,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA228,Admittance Array Data Point 228,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA229,Admittance Array Data Point 229,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA230,Admittance Array Data Point 230,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA231,Admittance Array Data Point 231,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA232,Admittance Array Data Point 232,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA233,Admittance Array Data Point 233,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA234,Admittance Array Data Point 234,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA235,Admittance Array Data Point 235,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA236,Admittance Array Data Point 236,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA237,Admittance Array Data Point 237,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA238,Admittance Array Data Point 238,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA239,Admittance Array Data Point 239,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA240,Admittance Array Data Point 240,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA241,Admittance Array Data Point 241,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA242,Admittance Array Data Point 242,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA243,Admittance Array Data Point 243,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA244,Admittance Array Data Point 244,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA245,Admittance Array Data Point 245,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA246,Admittance Array Data Point 246,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA247,Admittance Array Data Point 247,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA248,Admittance Array Data Point 248,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA249,Admittance Array Data Point 249,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA250,Admittance Array Data Point 250,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA251,Admittance Array Data Point 251,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA252,Admittance Array Data Point 252,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA253,Admittance Array Data Point 253,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA254,Admittance Array Data Point 254,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA255,Admittance Array Data Point 255,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXA256,Admittance Array Data Point 256,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP001,Pressure Array Data Point 001,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP002,Pressure Array Data Point 002,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP003,Pressure Array Data Point 003,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP004,Pressure Array Data Point 004,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP005,Pressure Array Data Point 005,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP006,Pressure Array Data Point 006,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP007,Pressure Array Data Point 007,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP008,Pressure Array Data Point 008,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP009,Pressure Array Data Point 009,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP010,Pressure Array Data Point 010,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP011,Pressure Array Data Point 011,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP012,Pressure Array Data Point 012,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP013,Pressure Array Data Point 013,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP014,Pressure Array Data Point 014,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP015,Pressure Array Data Point 015,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP016,Pressure Array Data Point 016,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP017,Pressure Array Data Point 017,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP018,Pressure Array Data Point 018,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP019,Pressure Array Data Point 019,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP020,Pressure Array Data Point 020,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP021,Pressure Array Data Point 021,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP022,Pressure Array Data Point 022,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP023,Pressure Array Data Point 023,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP024,Pressure Array Data Point 024,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP025,Pressure Array Data Point 025,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP026,Pressure Array Data Point 026,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP027,Pressure Array Data Point 027,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP028,Pressure Array Data Point 028,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP029,Pressure Array Data Point 029,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP030,Pressure Array Data Point 030,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP031,Pressure Array Data Point 031,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP032,Pressure Array Data Point 032,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP033,Pressure Array Data Point 033,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP034,Pressure Array Data Point 034,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP035,Pressure Array Data Point 035,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP036,Pressure Array Data Point 036,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP037,Pressure Array Data Point 037,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP038,Pressure Array Data Point 038,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP039,Pressure Array Data Point 039,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP040,Pressure Array Data Point 040,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP041,Pressure Array Data Point 041,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP042,Pressure Array Data Point 042,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP043,Pressure Array Data Point 043,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP044,Pressure Array Data Point 044,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP045,Pressure Array Data Point 045,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP046,Pressure Array Data Point 046,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP047,Pressure Array Data Point 047,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP048,Pressure Array Data Point 048,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP049,Pressure Array Data Point 049,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP050,Pressure Array Data Point 050,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP051,Pressure Array Data Point 051,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP052,Pressure Array Data Point 052,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP053,Pressure Array Data Point 053,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP054,Pressure Array Data Point 054,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP055,Pressure Array Data Point 055,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP056,Pressure Array Data Point 056,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP057,Pressure Array Data Point 057,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP058,Pressure Array Data Point 058,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP059,Pressure Array Data Point 059,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP060,Pressure Array Data Point 060,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP061,Pressure Array Data Point 061,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP062,Pressure Array Data Point 062,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP063,Pressure Array Data Point 063,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP064,Pressure Array Data Point 064,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP065,Pressure Array Data Point 065,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP066,Pressure Array Data Point 066,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP067,Pressure Array Data Point 067,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP068,Pressure Array Data Point 068,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP069,Pressure Array Data Point 069,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP070,Pressure Array Data Point 070,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP071,Pressure Array Data Point 071,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP072,Pressure Array Data Point 072,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP073,Pressure Array Data Point 073,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP074,Pressure Array Data Point 074,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP075,Pressure Array Data Point 075,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP076,Pressure Array Data Point 076,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP077,Pressure Array Data Point 077,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP078,Pressure Array Data Point 078,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP079,Pressure Array Data Point 079,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP080,Pressure Array Data Point 080,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP081,Pressure Array Data Point 081,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP082,Pressure Array Data Point 082,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP083,Pressure Array Data Point 083,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP084,Pressure Array Data Point 084,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP085,Pressure Array Data Point 085,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP086,Pressure Array Data Point 086,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP087,Pressure Array Data Point 087,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP088,Pressure Array Data Point 088,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP089,Pressure Array Data Point 089,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP090,Pressure Array Data Point 090,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP091,Pressure Array Data Point 091,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP092,Pressure Array Data Point 092,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP093,Pressure Array Data Point 093,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP094,Pressure Array Data Point 094,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP095,Pressure Array Data Point 095,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP096,Pressure Array Data Point 096,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP097,Pressure Array Data Point 097,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP098,Pressure Array Data Point 098,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP099,Pressure Array Data Point 099,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP100,Pressure Array Data Point 100,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP101,Pressure Array Data Point 101,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP102,Pressure Array Data Point 102,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP103,Pressure Array Data Point 103,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP104,Pressure Array Data Point 104,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP105,Pressure Array Data Point 105,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP106,Pressure Array Data Point 106,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP107,Pressure Array Data Point 107,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP108,Pressure Array Data Point 108,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP109,Pressure Array Data Point 109,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP110,Pressure Array Data Point 110,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP111,Pressure Array Data Point 111,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP112,Pressure Array Data Point 112,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP113,Pressure Array Data Point 113,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP114,Pressure Array Data Point 114,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP115,Pressure Array Data Point 115,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP116,Pressure Array Data Point 116,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP117,Pressure Array Data Point 117,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP118,Pressure Array Data Point 118,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
TYXP119,Pressure Array Data Point 119,AUXTYM_I,Audiometry - Tympanometry,2015,2016,Examination,None
